fpr,tpr,threshold
0.0005356324657808296,0.005127153404429861,0.8586370249871952
0.0005356324657808296,0.005332239540607055,0.8584266690563254
0.0005356324657808296,0.005537325676784249,0.8579462634558432
0.0005356324657808296,0.005639868744872847,0.8578913450904083
0.0005485392721851868,0.005639868744872847,0.857560414624363
0.0005485392721851868,0.005742411812961444,0.8574702847538124
0.0005743528849939015,0.005742411812961444,0.8572770859804648
0.0005743528849939015,0.005947497949138638,0.8572148930173739
0.0005808062881960802,0.005947497949138638,0.8570849761027566
0.0005808062881960802,0.006050041017227235,0.8569857941828667
0.0005937130946004376,0.006050041017227235,0.8567904474604014
0.0005937130946004376,0.00625512715340443,0.8566782393252136
0.0006001664978026163,0.006357670221493027,0.8564792863564242
0.0006066199010047948,0.006357670221493027,0.8561520288934492
0.0006066199010047948,0.006562756357670222,0.8555644596667473
0.0006130733042069735,0.006562756357670222,0.8555517922217023
0.0006130733042069735,0.006870385561936013,0.8546933601157595
0.0006195267074091522,0.006870385561936013,0.854617311653961
0.0006195267074091522,0.00697292863002461,0.854596340634082
0.0006259801106113309,0.00697292863002461,0.8545595106172762
0.0006259801106113309,0.007075471698113208,0.8544837903603081
0.0006324335138135096,0.007075471698113208,0.8543784451081358
0.0006324335138135096,0.007280557834290402,0.8533594413512325
0.0006388869170156882,0.007280557834290402,0.8532408992092945
0.0006388869170156882,0.0075881870385561935,0.8523548091251185
0.0006453403202178669,0.0075881870385561935,0.8522055780429488
0.0006517937234200456,0.007690730106644791,0.8521551692752034
0.0006647005298244029,0.007690730106644791,0.8510320354359685
0.0006647005298244029,0.007793273174733388,0.8508999287601651
0.0006840607394309389,0.007895816242821985,0.8504431901253392
0.0007034209490374749,0.007895816242821985,0.8500919951172408
0.0007034209490374749,0.007998359310910582,0.8500212097286794
0.0007292345618461896,0.007998359310910582,0.8493519300838024
0.0007292345618461896,0.008203445447087777,0.8493182189499076
0.0007292345618461896,0.008408531583264971,0.8491894214690329
0.0007550481746549043,0.008408531583264971,0.8491160209591337
0.000761501577857083,0.008408531583264971,0.8490823243170409
0.000761501577857083,0.008511074651353569,0.8488919899540958
0.000761501577857083,0.008716160787530763,0.8486909621445701
0.0007679549810592616,0.008716160787530763,0.8486295254451208
0.0007808617874636189,0.00881870385561936,0.848581887048088
0.0007808617874636189,0.008921246923707958,0.8485472819544908
0.0008324890130810482,0.008921246923707958,0.8482706435020901
0.0008324890130810482,0.009023789991796555,0.8482349632160232
0.0008518492226875843,0.009023789991796555,0.848155592596254
0.0008518492226875843,0.009126333059885151,0.8481209075145026
0.0008647560290919416,0.009126333059885151,0.848107342293393
0.000877662835496299,0.009126333059885151,0.8480434838376977
0.0008970230451028349,0.009126333059885151,0.8479697071257357
0.000916383254709371,0.009228876127973748,0.8479679327451226
0.0009228366579115497,0.009228876127973748,0.8478395754341634
0.0009228366579115497,0.009331419196062346,0.8477222275475031
0.0009292900611137284,0.009331419196062346,0.8476799516464413
0.0009421968675180857,0.009331419196062346,0.8476715686072118
0.0009486502707202643,0.009331419196062346,0.8476376072620839
0.0009486502707202643,0.009433962264150943,0.8475415500357819
0.0009615570771246217,0.009433962264150943,0.8475402203476954
0.0009680104803268003,0.009433962264150943,0.8475062888053861
0.0009680104803268003,0.009639048400328138,0.8474346271066517
0.000993824093135515,0.009639048400328138,0.8472948264271923
0.000993824093135515,0.009741591468416735,0.8472442458095086
0.0010196377059442296,0.009741591468416735,0.8471416491818735
0.001051904721955123,0.009741591468416735,0.8467697576957313
0.0010648115283594804,0.009741591468416735,0.8467631797116933
0.0010648115283594804,0.009844134536505332,0.8467036057396313
0.0010777183347638376,0.009844134536505332,0.8464410051259117
